Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
Montserrat,500,Around 1985,1980,Men,,0.5,2,18.9,33.5,47.5,54.9,52.9,59,61.9,72.7,64.4,,Census,UNSD,,,,
Montserrat,500,Around 1985,1980,Women,,0.3,8.8,31.1,43,54.2,48.2,48.7,52.6,52.8,51.1,32.1,,Census,UNSD,,,,
Morocco,504,Around 1970,1971,Men,,3.8,30.2,69.6,86.5,92,93.4,93.9,93.5,93.7,89.9,84.8,,Census,UNSD,,,,
Morocco,504,Around 1970,1971,Women,,30.9,75.9,89.5,91.2,88.9,82.3,75.6,63.6,57.2,38.3,19.9,,Census,UNSD,,,,
Morocco,504,Around 1985,1982,Men,,2,18.4,53.3,81.4,91.5,94.2,94.9,94.8,94.8,92.7,86.5,,Census,UNSD,,,,
Morocco,504,Around 1985,1982,Women,,16.9,54.7,76.6,86.3,88.9,85,81.3,69.2,61.8,44.8,22.8,,Census,UNSD,,,,
Morocco,504,Around 1995,1994,Men,,1.1,10.6,35.6,65.3,83.7,91,93.2,94.7,95,93.4,87.8,,Census,UNSD,,,,
Morocco,504,Around 1995,1994,Women,,12.1,41.4,60.3,75.1,82.1,83.6,82,76.7,68.8,54.9,30.8,,Census,UNSD,,,,
Morocco,504,Around 2005,2003,Women,,10.5,36.4,54.5,67.7,75.7,79.1,79.3,,,,,,Survey,DHS,Morocco 2003-2004 Demographic and Health Survey,,,
Morocco,504,Latest,2004,Men,,0.8,7.7,30.8,57.5,76.3,86.6,92.1,94.4,95.5,94.8,89.1,,Census,UNSD,,,,
Morocco,504,Latest,2004,Women,,10.7,37,55.7,67.5,75,78.7,78.2,74.1,68.9,58.3,32.9,,Census,UNSD,,,,
Mozambique,508,Around 1970,1970,Men,,3.7,37.3,68.9,81.1,86.9,88.5,89.1,88.4,87.3,83.6,79.4,,Census,US Census Bureau,,,,
Mozambique,508,Around 1970,1970,Women,,29.3,72.2,80.4,82.5,81.4,78.2,72.2,62.6,54.1,39.6,22.3,,Census,US Census Bureau,,,,
Mozambique,508,Around 1985,1980,Men,,7.8,53.5,81.7,89.4,91.1,92,91.9,91.4,90.5,87.9,82.9,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.8 per cent."
Mozambique,508,Around 1985,1980,Women,,48.7,82.2,86.6,86.2,84.3,79.3,74.4,64.3,57.1,41.9,28.3,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 3.8 per cent."
Mozambique,508,Around 1995,1997,Men,,2.9,53.4,83.9,88.5,96.2,94.2,93.8,92.5,90,93.2,,x,Survey,DHS,Mozambique 1997 Demographic and Health Survey,,,
Mozambique,508,Around 1995,1997,Women,,45,80.4,84.3,83.6,84.3,82.9,75.4,,,,,x,Survey,DHS,Mozambique 1997 Demographic and Health Survey,,,
Mozambique,508,Around 2005,2003,Women,,38.2,71.1,81.5,83.5,82.1,77.5,74.9,,,,,x,Survey,DHS,Mozambique 2003 Demographic and Health Survey,,,
Mozambique,508,Latest,2007,Men,,7.8,48.8,76.2,87.2,90.7,91.5,91.4,90.3,90.4,88.3,83.5,x,Census,UNSD,,,,
Mozambique,508,Latest,2007,Women,,41.6,73.5,80.2,80.7,79.8,74.3,70.1,61.1,54.8,44.1,29.9,x,Census,UNSD,,,,
Myanmar,104,Around 1970,1973,Men,,5.9,41.7,72.5,85.3,88.7,89,88,85.4,82,76.4,61.4,,Census,US Census Bureau,,,,
Myanmar,104,Around 1970,1973,Women,,20.7,60.9,78.7,84.5,85.1,81.9,77.4,68.5,60,46.9,27.3,,Census,US Census Bureau,,,,
Myanmar,104,Around 1985,1983,Men,,4.5,37.4,68.8,83.7,88.5,89.3,88.8,86.7,84.4,79.4,64.9,,Census,UNSD,,,Excluding areas restricted for security reasons.,
Myanmar,104,Around 1985,1983,Women,,15.9,55,74.1,81.2,83.1,81.5,78.4,70.8,63.7,51.4,30.9,,Census,UNSD,,,Excluding areas restricted for security reasons.,
Myanmar,104,Around 1995,1991,Men,,3.2,29,60.4,78,85.3,89.2,90.2,89,86.1,80.2,67.9,,Survey,UNSD,Myanmar 1991 Population Change and Fertility Survey,,,
Myanmar,104,Around 1995,1991,Women,,10.2,41.2,63.5,74.1,78.5,78.2,74.9,69.1,63.9,51.4,32.1,,Survey,UNSD,Myanmar 1991 Population Change and Fertility Survey,,,
Myanmar,104,Latest,2007,Men,x,3.5,22.3,49.8,71.2,81.8,86.3,88.2,88.4,87.9,75.2,,,Survey,National statistics,Myanmar  2007  Fertility and Reproductive Health Survey,Data shown for age group 60-64 pertain to age group 60+.,,
Myanmar,104,Latest,2007,Women,x,6.8,30.7,53.5,66.3,71.8,73.5,72.4,69.2,63.7,41.9,,,Survey,National statistics,Myanmar  2007  Fertility and Reproductive Health Survey,Data shown for age group 60-64 pertain to age group 60+.,,
Namibia,516,..,1960,Men,,0.9,15.2,41.6,67.9,80.2,82.2,81.7,79,82,77.6,72.5,x,Census,UNSD,,,,
Namibia,516,..,1960,Women,,10.7,50.9,75.6,81.7,81.8,78.5,71.5,64,55.5,45.4,27.4,x,Census,UNSD,,,,
Namibia,516,Around 1995,1991,Men,x,1,10,31.4,60,,77,,80.5,,,76.4,x,Census,UNSD,,"Data shown for age groups 30-34, 40-44 and 50-54 pertain to age groups 30-39, 40-49 and 50-64, respectively.",,
Namibia,516,Around 1995,1991,Women,x,6.2,26.7,47.4,65,,69.7,,60.5,,,33.8,x,Census,UNSD,,"Data shown for age groups 30-34, 40-44 and 50-54 pertain to age groups 30-39, 40-49 and 50-64, respectively.",,
Namibia,516,..,2000,Men,,2,12.5,29.2,52,68.8,81.1,72.1,87.5,82.3,,,x,Survey,DHS,Namibia 2000 Demographic and Health Survey,,,
Namibia,516,..,2000,Women,,5,24.3,41.5,56.7,62.7,64.2,72.4,,,,,x,Survey,DHS,Namibia 2000 Demographic and Health Survey,,,
Namibia,516,Around 2005,2001,Men,,0.8,7.7,22.3,40.8,56.8,68.5,72.9,76,77.7,76.9,75.2,x,Census,UNSD,,,,
Namibia,516,Around 2005,2001,Women,,5.3,20.1,35.3,48.5,56.8,61,62.1,61,58,54.4,39.8,x,Census,UNSD,,,,
Namibia,516,Latest,2006,Men,,0.3,10.1,28.4,44.4,62,72.9,75.7,,,,,x,Survey,DHS,Namibia 2006-2007 Demographic and Health Survey,,,
Namibia,516,Latest,2006,Women,,5.2,21.4,38.5,53,58.6,56.3,61.5,,,,,x,Survey,DHS,Namibia 2006-2007 Demographic and Health Survey,,,
Nauru,520,Latest,2007,Women,,18.3,58.3,71.1,82.7,88.1,76.3,72.7,,,,,x,Survey,National statistics,Nauru 2007 Demographic Health Survey (national),,,
Nepal,524,Around 1970,1971,Men,,26.6,65.6,85.6,91.5,93.3,92.9,92.4,90.5,88.5,83.8,,,Census,UNSD,,,,
Nepal,524,Around 1970,1971,Women,,60.2,91.1,95.4,95,92,86.6,80.6,70.8,66.6,50.3,,,Census,UNSD,,,,
Nepal,524,Around 1985,1981,Men,,25.1,57.8,78.8,85.8,89,89.1,89.2,88.4,87.2,84.5,78.1,,Census,UNSD,,,,
Nepal,524,Around 1985,1981,Women,,50,85.9,93.2,94.8,93.8,91.1,87.8,81.7,79.1,66.7,56.7,,Census,UNSD,,,,
Nepal,524,Around 1995,1991,Men,,19.7,60.7,85.9,93.1,95,94.6,93.7,91.4,89.4,85.2,76.2,,Census,UNSD,,,,
Nepal,524,Around 1995,1991,Women,,46.1,86,94.7,95.5,94.2,91.1,86.6,78.6,72.8,59,43.5,,Census,UNSD,,,,
Nepal,524,Around 2005,2001,Men,,11.8,49,81.3,93.6,96.3,96.6,96.7,95.7,94.5,92.4,87.3,,Census,National statistics,,,,
Nepal,524,Around 2005,2001,Women,,33.4,78.5,93.6,96.1,96.1,95,93.4,90.1,87.1,79,69.6,,Census,National statistics,,,,
Nepal,524,Latest,2011,Men,,6.8,44.7,80.8,91.9,95.3,96.4,96.3,,,,,,Survey,DHS,Nepal 2011 Demographic and Health Survey,,,
Nepal,524,Latest,2011,Women,,28.7,76.6,91.1,95.7,93.8,92.6,87.9,,,,,,Survey,DHS,Nepal 2011 Demographic and Health Survey,,,
Netherlands,528,Around 1970,1970,Men,,0.6,28.2,73.9,84.8,88,89.7,90.8,90.8,89,87,72.2,,Estimate,UNSD,,,,
Netherlands,528,Around 1970,1970,Women,,4.9,53.1,84.7,89.5,89.7,88.2,85.6,81.6,75.4,67.1,42.2,,Estimate,UNSD,,,,
Netherlands,528,Around 1985,1985,Men,,0.1,10.6,47.9,71.1,80.3,83.9,84.5,85.1,85.6,85.4,75,,Estimate,UNSD,,,,
Netherlands,528,Around 1985,1985,Women,,1.3,28.2,64.7,78.7,83.3,84.2,83.4,81.2,76.2,68.6,38.4,,Estimate,UNSD,,,,
Netherlands,528,Around 1995,1995,Men,,0.1,5.2,29.6,57.4,70.1,76,79.8,82,82.2,82.5,75.5,,Estimate,UNSD,,,,
Netherlands,528,Around 1995,1995,Women,,1.1,15.1,47,68.6,75.7,78,79.4,78.9,76.3,70.5,39.5,,Estimate,UNSD,,,,
Netherlands,528,Around 2005,2005,Men,,0,3.2,17.4,41.2,57.4,65.7,70.1,74.1,78.1,80.5,74.9,,Estimate,UNSD,,,,
Netherlands,528,Around 2005,2005,Women,,0.5,9.9,31.4,53.9,65,69.4,71.8,73.6,74.5,71.8,42.8,,Estimate,UNSD,,,,
Netherlands,528,Latest,2011,Men,,0,2.3,15.4,35.3,50.1,58.6,64.2,68.2,72.5,76.8,74.8,,Estimate,UNSD,,,,
Netherlands,528,Latest,2011,Women,,0.2,6.7,27.3,47.1,57.8,63.4,66.4,69.1,71,71.2,46.4,,Estimate,UNSD,,,,
Netherlands Antilles,530,Around 1985,1981,Men,,0.1,8.2,37.2,61.8,70.6,74.3,76.5,75.8,76.8,75.9,64.4,,Census,US Census Bureau,,,,
Netherlands Antilles,530,Around 1985,1981,Women,,1.7,19.1,45.3,57.1,61.1,64.6,62.6,61.7,60.2,50.5,31,,Census,US Census Bureau,,,,
Netherlands Antilles,530,Around 1995,1992,Men,,0.4,6.2,25.2,43.8,54.7,63.6,66.9,70.4,73.8,72.9,63.9,,Census,UNSD,,,,
Netherlands Antilles,530,Around 1995,1992,Women,,1.6,15.2,33.8,44.2,50.9,53.2,55.6,56.5,57.1,50.9,31.3,,Census,UNSD,,,,
Netherlands Antilles,530,Latest,2001,Men,,0.2,4.4,20.6,39.4,49.2,54.3,58.5,63.8,68.4,70.7,65.5,,Census,National statistics,,,,
Netherlands Antilles,530,Latest,2001,Women,,0.8,11.9,29.8,40.8,44.8,45.8,48.3,49.7,53.2,51.5,31.4,,Census,National statistics,,,,
New Caledonia,540,Around 1995,1996,Men,,0.1,4,21.1,41.1,54.5,60.9,66.6,68.2,69.6,69.5,63,,Census,UNSD,,,,
New Caledonia,540,Around 1995,1996,Women,,1.2,12.8,34.6,50.4,60,65.1,67.3,65.8,62.2,53.9,31.4,,Census,UNSD,,,,
New Caledonia,540,Latest,2004,Men,,0.2,2.8,14.4,31.4,45.7,53,60.8,61.9,65.1,66.8,63.3,,Census,UNSD,,,,
New Caledonia,540,Latest,2004,Women,,0.5,8.1,24.9,40.6,50.1,56.5,58.8,61.6,61.9,54.8,34.2,,Census,UNSD,,,,
New Zealand,554,..,1976,Men,,1.9,35.2,73.6,84.8,87.5,87.6,86.5,86.1,85.5,83.7,74.2,,Census,UNSD,,,,
New Zealand,554,..,1976,Women,,10.1,59.6,83.1,87.8,88.4,87.4,85.5,81.7,75.7,66.3,39,,Census,UNSD,,,,
New Zealand,554,Around 1985,1986,Men,,1.7,21.6,54.2,71.9,78.2,80.4,81,81.2,81,80.8,73.5,x,Census,UNSD,,,,
New Zealand,554,Around 1985,1986,Women,,5.4,38,64.8,75.1,78.2,78.9,79.3,78.2,74.5,68,39.9,x,Census,UNSD,,,,
New Zealand,554,Around 1995,1996,Men,,3,23.3,52.7,70.4,77.8,81.3,82.9,83.6,83.6,82.2,75,x,Census,UNSD,,,,
New Zealand,554,Around 1995,1996,Women,,6.8,35.4,62.7,73.8,77.4,79.2,79.6,78.6,76.2,71.2,43.4,x,Census,UNSD,,,,
New Zealand,554,Around 2005,2001,Men,,3.6,23.3,51,67.1,74.5,77.3,79.3,81,82,81.8,74.9,x,Census,National statistics,,,,
New Zealand,554,Around 2005,2001,Women,,7.4,33.2,58.7,69.8,73.4,74.6,75.5,76.1,74.4,71.1,44.8,x,Census,National statistics,,,,
New Zealand,554,Latest,2006,Men,,4.4,26.4,52.8,69.4,75.2,77.3,78.1,79.4,80.9,81.4,75.3,x,Census,National statistics,,,,
New Zealand,554,Latest,2006,Women,,8.2,35.9,59.6,70.8,74.1,74.1,74.2,74.4,73.9,70.8,47.1,x,Census,National statistics,,,,
Nicaragua,558,Around 1970,1971,Men,,4,35.7,67.3,79.7,84.1,85.4,86.3,84,83.3,78.9,70.4,x,Census,UNSD,,,,
Nicaragua,558,Around 1970,1971,Women,,21.1,58.5,76.1,79.6,79.4,74.8,70.7,61.7,56.2,45.4,28.8,x,Census,UNSD,,,,
Nicaragua,558,..,1992,Women,,27.8,62.4,76.7,76.6,77.5,73.9,67.8,,,,,x,Survey,RHS,Nicaragua 1992-1993 Encuesta sobre Salud Familiar,,,
Nicaragua,558,Around 1995,1995,Men,,8.8,44.4,69.3,79.9,83.6,85.4,85.6,83.7,82.4,77.6,67.5,x,Census,National statistics,,,,
Nicaragua,558,Around 1995,1995,Women,,26.9,58.3,71.3,74.6,74.4,71.3,68.1,62.3,57.4,49.4,32.3,x,Census,National statistics,,,,
Nicaragua,558,Around 2005,2005,Men,,7.5,40.4,65.2,76.3,80.2,82.1,82.7,81.8,81,77.8,66.2,x,Census,UNSD,,,,
Nicaragua,558,Around 2005,2005,Women,,25,55.1,69.1,73,71.7,69.2,65.2,59.5,54.7,48.3,32.3,x,Census,UNSD,,,,
Nicaragua,558,Latest,2007,Women,,24.2,52.1,68.9,72.4,75.1,69,66.3,,,,,x,Survey,National statistics,Nicaragua 2006-2007 Reproductive and Health Survey,,,
Niger,562,..,1977,Men,x,13.1,52.1,78.6,89.7,93.8,94.7,95.7,94.7,95.5,92.9,93,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Niger,562,..,1977,Women,x,77.6,92.5,94.7,92.6,90,81.3,74.9,59,50.4,32.5,27.4,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Niger,562,Around 1985,1988,Men,,9.9,42.4,76.3,89.2,93.9,95,95.8,95.4,95.8,94.9,90.5,,Census,UNSD,,,,
Niger,562,Around 1985,1988,Women,,72.5,90.1,94,92.9,90.8,83.8,76.5,62.4,53.6,38.2,17.5,,Census,UNSD,,,,
Niger,562,Around 1995,1998,Men,,3.3,38.6,78,90.9,96.2,97.8,96.7,99,96.5,,,x,Survey,DHS,Niger 1998 Demographic and Health Survey,,,
Niger,562,Around 1995,1998,Women,,59.9,85.1,92.9,93.9,95.9,92.3,89,,,,,x,Survey,DHS,Niger 1998 Demographic and Health Survey,,,
Niger,562,Around 2005,2001,Men,,7.9,39.9,68.7,85.7,96.7,98.4,95.9,96,99.3,69.5,90.7,,Census,UNSD,,,,
Niger,562,Around 2005,2001,Women,,64.1,89.4,94.4,90.8,90.4,86.9,82.6,59.7,52.8,52,28.5,,Census,UNSD,,,,
Niger,562,Latest,2006,Men,,2.9,30.9,71.1,88.7,91.4,98.5,95.9,97.7,97.2,,,x,Survey,DHS,Niger 2006 Demographic and Health Survey,,,
Niger,562,Latest,2006,Women,,59,86.4,93.2,95,96,93.7,90.9,,,,,x,Survey,DHS,Niger 2006 Demographic and Health Survey,,,
Nigeria,566,Around 1995,1991,Men,,6.2,22.1,50.3,75.6,86.8,90.4,91.8,92.1,92.1,90.9,87.6,,Census,UNSD,,,,
Nigeria,566,Around 1995,1991,Women,,35,67.8,83.8,89.9,89.3,85,78.1,70.1,61.3,53.3,36.8,,Census,UNSD,,,,
Nigeria,566,..,2003,Men,,1.1,13.9,43.4,81.2,92.9,94.7,97.5,93.4,96.2,,,x,Survey,DHS,Nigeria 2003 Demographic and Health Survey,,,
Nigeria,566,..,2003,Women,,31.7,61,82.9,90.1,93.5,90,86.4,,,,,x,Survey,DHS,Nigeria 2003 Demographic and Health Survey,,,
Nigeria,566,Around 2005,2006,Men,,4.3,14.6,38.9,71.1,87.2,93.4,94.8,95.4,95.2,94.8,92.5,,Census,UNSD,,,,
Nigeria,566,Around 2005,2006,Women,,23.2,48.5,69.8,84.5,89,88.1,86.2,81.1,78.6,69.8,58.5,,Census,UNSD,,,,
Nigeria,566,Latest,2008,Men,,0.9,14.9,43.7,73.1,90.2,93.1,96,95,95.7,,,x,Survey,DHS,Nigeria 2008 Demographic and Health Survey,,,
Nigeria,566,Latest,2008,Women,,28.7,59.7,81,90,91.4,89.4,86.4,,,,,x,Survey,DHS,Nigeria 2008 Demographic and Health Survey,,,
Norway,578,Around 1970,1970,Men,,0.6,26.4,66.5,80.6,83.5,83.8,83.4,83.6,82.6,80.6,67.4,,Census,UNSD,,,,
Norway,578,Around 1970,1970,Women,,4.8,51.1,81.1,88.3,89.2,87.6,84.2,79.9,73,63.6,36.8,,Census,UNSD,,,,
Norway,578,Around 1985,1986,Men,,0.1,8.8,40.1,65,75,78,78.6,79,79.5,78.9,70.2,,Estimate,UNSD,,,,
Norway,578,Around 1985,1986,Women,,1,22.9,58.4,74.5,79.5,79.9,79.9,79.4,75.6,68.4,38.3,,Estimate,UNSD,,,,
Norway,578,Around 1995,1996,Men,,0,3.1,19.9,42.4,57.3,65.7,70.4,73.5,74.9,76,69.9,,Estimate,UNSD,,,,
Norway,578,Around 1995,1996,Women,,0.4,8.9,33.8,54.3,64.8,69.6,72,72.5,71.8,68.6,38.6,,Estimate,UNSD,,,,
Norway,578,Around 2005,2001,Men,,0.4,11.3,41,62.5,70.2,73.4,75.1,77.5,79,78.5,71,x,Census,UNSD,,,"Excluding Svalbard and Jan Mayen Islands shown separately, if available.",Population statistics are compiled from registers.
Norway,578,Around 2005,2001,Women,,2.1,25.5,58.2,73.4,76,76,76.1,76.1,74.2,70.2,39.5,x,Census,UNSD,,,"Excluding Svalbard and Jan Mayen Islands shown separately, if available.",Population statistics are compiled from registers.
Norway,578,Latest,2010,Men,,0,2.1,14.4,33.2,45.9,51.7,55.2,59.7,65.1,70.2,69.3,,Estimate,UNSD,,,"Excluding Svalbard and Jan Mayen Islands shown separately, if available.",
Norway,578,Latest,2010,Women,,0.2,6.3,25,43.7,52,54.8,56.7,60.7,64.3,65.6,42.5,,Estimate,UNSD,,,"Excluding Svalbard and Jan Mayen Islands shown separately, if available.",
Oman,512,Around 1995,1993,Men,,2,31.6,72.8,88.8,92.7,93.4,93.9,91.7,91.6,85.9,77.6,,Census,US Census Bureau,,,,
Oman,512,Around 1995,1993,Women,,20.2,68.4,88.2,91.8,90.9,86,79.5,67,59.1,43.6,25,,Census,US Census Bureau,,,,
Oman,512,..,1995,Men,,1.2,21.6,67.6,89.2,92.6,96.3,95.7,93.8,94,88.5,80.2,,Survey,GFHS,Oman 1995 Family Health Survey,,,
Oman,512,..,1995,Women,,14.8,58,84.7,91.1,90.7,87,82.9,69.2,61.3,54.6,26.2,,Survey,GFHS,Oman 1995 Family Health Survey,,,
Oman,512,Latest,2003,Men,,0.4,10.3,46.7,79.8,91.2,94.6,95.5,95.2,94.2,90.6,81.4,,Census,UNSD,,,,
Oman,512,Latest,2003,Women,,4.1,33.3,71.3,85.4,88.6,87.1,82.5,73.4,66.5,51.9,30.8,,Census,UNSD,,,,
Pakistan,586,Around 1985,1981,Men,x,7.5,34.9,67.8,84.6,91.7,92.7,94,92.2,92.6,85.7,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined",
Pakistan,586,Around 1985,1981,Women,x,29.1,70.8,89.6,93.5,94.8,92.2,90.1,80.3,80.8,50,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined",
Pakistan,586,Around 1995,1998,Men,,5.9,29.6,62,82.6,90.2,92.2,92.8,90.5,89.8,84.9,75.5,,Census,UNSD,,,,
Pakistan,586,Around 1995,1998,Women,,20.2,60.5,91.6,90.3,91.6,89.7,87.1,79.8,75.2,61.4,42.9,,Census,UNSD,,,,
Pakistan,586,..,2003,Men,x,2.5,23.6,60.6,84.9,93.7,96,95.4,94.2,91.4,81,,,Survey,UNSD,Pakistan 2003 Demographic Survey,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined",
Pakistan,586,..,2003,Women,x,13.3,55.9,85.6,93.4,94.2,93.1,88.5,81.5,75.9,48.4,,,Survey,UNSD,Pakistan 2003 Demographic Survey,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined",
Pakistan,586,Around 2005,2005,Men,x,2.5,22.8,60.3,85.6,94.2,96.2,95.6,94.6,92.3,80.8,,,Estimate,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined.",
Pakistan,586,Around 2005,2005,Women,x,11.6,54.5,84.8,93.6,94.3,92.9,89.2,82.7,75.1,48.4,,,Estimate,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined.",
Pakistan,586,Latest,2007,Men,x,2.3,21.2,60.5,85.9,94.7,95.9,95.5,94.6,93.6,79.3,,,Estimate,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined.",
Pakistan,586,Latest,2007,Women,x,10.8,52.2,85.2,94,95.6,93.5,90.2,84,76,47.9,,,Estimate,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,"Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined.",
Palau,585,Around 1985,1980,Men,x,1.4,9.9,44.1,72.3,84.8,,88.2,,83.8,89.3,77.5,x,Census,US Census Bureau,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
Palau,585,Around 1985,1980,Women,x,6.9,34.3,62.5,77.1,78.5,,77.4,,75.1,69.3,39.6,x,Census,US Census Bureau,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
Palau,585,Around 1995,1995,Men,x,1.9,16.7,45,59.3,71.5,84.2,87.3,86,81.5,78.2,79.6,x,Census,UNSD,,Data shown for age group 65+ pertain to age group 65-74.,,
Palau,585,Around 1995,1995,Women,x,8.2,30.7,52,70.6,73.9,76.6,77.2,67.9,65.7,54,35.9,x,Census,UNSD,,Data shown for age group 65+ pertain to age group 65-74.,,
Palau,585,Latest,2005,Men,,2.7,15,40,62.4,73.3,76.7,79.1,83.8,84.5,84.3,74.5,x,Census,UNSD,,,,
Palau,585,Latest,2005,Women,,3.5,29.4,52.1,69.4,73.6,74.3,76,75.1,62.5,56.3,30.5,x,Census,UNSD,,,,
Panama,591,Around 1970,1970,Men,,5,31.3,60.7,73.8,78.2,78.9,77.6,75.8,73.5,69.5,60.2,x,Census,UNSD,,,Excluding the former Canal Zone. ,
Panama,591,Around 1970,1970,Women,,23.1,57.1,73.4,78.2,78.8,76.3,72,65.3,57.6,47.8,29,x,Census,UNSD,,,Excluding the former Canal Zone. ,
Panama,591,Around 1985,1980,Men,,3.1,29.1,61.2,72.7,78.7,80.2,79.2,77.6,75.7,72.4,64.3,x,Census,UNSD,,,Excluding the former Canal Zone. ,
Panama,591,Around 1985,1980,Women,,18,52.7,70.3,77.1,78.2,76.7,73.4,68.1,62.2,54.4,33.9,x,Census,UNSD,,,Excluding the former Canal Zone. ,
Panama,591,Around 1995,1990,Men,,4.1,28.2,55.2,71.4,77.7,78.5,77.3,76.1,74.8,72.2,63.9,x,Census,UNSD,,,,
Panama,591,Around 1995,1990,Women,,18.8,48.5,67.1,75.1,75.5,73.6,71.4,67.7,62.4,56,36.1,x,Census,UNSD,,,,
Panama,591,Around 2005,2000,Men,,4.3,30.2,54.9,67.8,73.2,76.2,77.2,76.2,74.6,72.5,64.4,x,Census,National statistics,,,,
Panama,591,Around 2005,2000,Women,,19,49.4,65.9,72.8,73.8,72.8,70,66.3,61.9,57,37.5,x,Census,National statistics,,,,
Panama,591,Latest,2010,Men,,4.5,31.4,54.7,67.7,72.8,73.4,73.8,73.9,74.4,73.5,65.4,x,Census,UNSD,,,,
Panama,591,Latest,2010,Women,,18.1,49.5,65.3,71.8,72.9,71.5,69,65.5,61.4,56.5,38.3,x,Census,UNSD,,,,
Papua New Guinea,598,Around 1985,1980,Men,,3.1,33.7,67.5,83.5,87.8,88.3,88.1,86.3,82.9,78.9,70.4,,Census,UNSD,,,Data pertain to resident population only.,
Papua New Guinea,598,Around 1985,1980,Women,,16.7,70.8,90.1,93.2,92.7,90.1,86.8,79.9,72.7,56.1,44.9,,Census,UNSD,,,Data pertain to resident population only.,
Papua New Guinea,598,Around 1995,1996,Women,,18.9,70.1,86.6,89.5,91.7,89,87.8,,,,,x,Survey,National statistics,Papua New Guinea 1996 Demographic and Health Survey (national),,,
Papua New Guinea,598,Latest,2006,Men,,3.1,31.5,67.3,85.7,89.9,92.7,90,,,,,x,Survey,National statistics,Papua New Guinea 2006 Demographic and Health Survey (national),,,
Papua New Guinea,598,Latest,2006,Women,,14.8,61.6,85.6,90.1,90.1,87.5,86.4,,,,,x,Survey,National statistics,Papua New Guinea 2006 Demographic and Health Survey (national),,,
Paraguay,600,Around 1970,1972,Men,,0.8,20,56.6,76.6,83.2,85.7,86,84.8,83.8,82.4,73.5,x,Census,UNSD,,,,
Paraguay,600,Around 1970,1972,Women,,11.4,44.2,67.1,76.4,77.7,76,73,66.9,60.1,50.5,32.3,x,Census,UNSD,,,,
Paraguay,600,Around 1985,1982,Men,,1.3,23.2,59.7,78.4,84.9,87.2,88,87,86.2,84.2,77,x,Census,UNSD,,,,
Paraguay,600,Around 1985,1982,Women,,14,48.7,70.1,78.3,80.8,79.6,77.1,72,66.7,58.7,38.4,x,Census,UNSD,,,,
Paraguay,600,Around 1995,1992,Men,,2,27.1,60.7,78.2,84.5,86.5,86.7,85.6,84.7,82.3,74.6,x,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 7.40 per cent."
Paraguay,600,Around 1995,1992,Women,,16.3,52.4,72.5,80.2,81.9,80.1,77.4,72.8,67.8,59.8,38.3,x,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 7.40 per cent."
Paraguay,600,Around 2005,2002,Men,,1.9,21.8,54.8,73.8,81.3,84.1,85,84.1,83.6,81.3,73.1,x,Census,National statistics,,,,
Paraguay,600,Around 2005,2002,Women,,11.7,43.5,69,79,80.9,80,78,73.3,68.1,61.5,39.8,x,Census,National statistics,,,,
Paraguay,600,Latest,2004,Women,,10.7,40.9,67.2,81.4,82.9,84.1,,,,,,x,Survey,DHS,Paraguay 2004 Encuesta Nacional de Demografía y Salud Sexual y Reproductiva,,,
Peru,604,Around 1970,1972,Men,,5.4,30.6,64,80.3,85.2,86.2,85.9,84.2,82.8,78.9,68.4,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
